hydr_cond,permeability,layer_thickness,depth_ATES,porosity,temperature_ground,ATES_max_power,phi_standing,phi_charge_ATES,phi_pipes,phi_charge,P_pump,Q_ATES_standing_mean,num_wells
1.5174305141640724e-05,1.72725e-12,30.0,258.53979799999996,0.297,15.75619394,5.294658552191141,0.9999927273206153,0.9564783809402305,0.9999947581862177,0.9564733672586709,0.0435878738130644,0.022909106672505505,1.0
1.5174305141640724e-05,1.72725e-12,30.0,258.53979799999996,0.27918,15.75619394,5.294658552191141,0.999993232043695,0.9600459694316789,0.9999947581862177,0.9600409370494847,0.0435878738130644,0.021319206648458492,1.0
1.5174305141640724e-05,1.72725e-12,30.0,258.53979799999996,0.28808999999999996,15.75619394,5.294658552191141,0.9999929827252052,0.9582847842817269,0.9999947581862177,0.9582797611313374,0.0435878738130644,0.022104570717273522,1.0
1.5174305141640724e-05,1.72725e-12,30.0,258.53979799999996,0.30591,15.75619394,5.294658552191141,0.9999924655793145,0.954625397906017,0.9999947581862177,0.9546203939374494,0.0435878738130644,0.02373360397823454,1.0
1.5174305141640724e-05,1.72725e-12,30.0,258.53979799999996,0.31482,15.75619394,5.294658552191141,0.9999921972391573,0.9527244155772373,0.9999947581862177,0.9527194215732651,0.0435878738130644,0.024578888437518227,1.0
1.5174305141640724e-05,1.72725e-12,15.0,258.53979799999996,0.297,15.75619394,2.6473292760955704,0.9999963636470847,0.9638786601222081,0.9999895557303515,0.9638685931135734,0.021024850818847626,0.011454553336252752,1.0
1.5174305141640724e-05,1.72725e-12,15.0,258.53979799999996,0.27918,15.75619394,2.6473292760955704,0.999996616010396,0.9668606448641516,0.9999895557303515,0.9668505467108641,0.021024850818847626,0.010659603324229246,1.0
1.5174305141640724e-05,1.72725e-12,15.0,258.53979799999996,0.28808999999999996,15.75619394,2.6473292760955704,0.9999964913502921,0.9653890229904918,0.9999895557303515,0.96537894020722,0.021024850818847626,0.011052285358636761,1.0
1.5174305141640724e-05,1.72725e-12,15.0,258.53979799999996,0.30591,15.75619394,2.6473292760955704,0.9999962327754653,0.9623283429996106,0.9999895557303515,0.9623182921829059,0.021024850818847626,0.01186680198911727,1.0
1.5174305141640724e-05,1.72725e-12,15.0,258.53979799999996,0.31482,15.75619394,2.6473292760955704,0.9999960986043579,0.9607368046543692,0.9999895557303515,0.9607267704601201,0.021024850818847626,0.012289444218759113,1.0
1.5174305141640724e-05,1.72725e-12,22.5,258.53979799999996,0.297,15.75619394,3.9709939141433557,0.9999945454805442,0.9597109088841492,0.9999930167294586,0.959704206963231,0.03265913765386572,0.01718183000437913,1.0
1.5174305141640724e-05,1.72725e-12,22.5,258.53979799999996,0.27918,15.75619394,3.9709939141433557,0.9999949240241827,0.963023761808907,0.9999930167294586,0.9630170367534405,0.03265913765386572,0.01598940498634387,1.0
1.5174305141640724e-05,1.72725e-12,22.5,258.53979799999996,0.28808999999999996,15.75619394,3.9709939141433557,0.999994737034671,0.9613885594672625,0.9999930167294586,0.9613818458308564,0.03265913765386572,0.016578428037955145,1.0
1.5174305141640724e-05,1.72725e-12,22.5,258.53979799999996,0.30591,15.75619394,3.9709939141433557,0.9999943491738419,0.9579895095184098,0.9999930167294586,0.957982819618489,0.03265913765386572,0.01780020298367591,1.0
1.5174305141640724e-05,1.72725e-12,22.5,258.53979799999996,0.31482,15.75619394,3.9709939141433557,0.9999941479179525,0.9562230044220287,0.9999930167294586,0.9562163268580909,0.03265913765386572,0.01843416632813867,1.0
1.5174305141640724e-05,1.72725e-12,45.0,258.53979799999996,0.297,15.75619394,7.0,0.9999890910205916,0.9514997352398891,0.9999960380101439,0.95149596540759,0.05054338079131392,0.03436366000875826,1.0
1.5174305141640724e-05,1.72725e-12,45.0,258.53979799999996,0.27918,15.75619394,7.0,0.9999898480998962,0.9554564312017384,0.9999960380101439,0.95545264569305,0.05054338079131392,0.03197880997268774,1.0
1.5174305141640724e-05,1.72725e-12,45.0,258.53979799999996,0.28808999999999996,15.75619394,7.0,0.9999894741247394,0.9535027361435164,0.9999960380101439,0.953498958375348,0.05054338079131392,0.03315685607591029,1.0
1.5174305141640724e-05,1.72725e-12,45.0,258.53979799999996,0.30591,15.75619394,7.0,0.9999886984115472,0.9494459842470941,0.9999960380101439,0.9494422225517356,0.05054338079131392,0.03560040596735182,1.0
1.5174305141640724e-05,1.72725e-12,45.0,258.53979799999996,0.31482,15.75619394,7.0,0.9999882959043981,0.9473399788493462,0.9999960380101439,0.9473362254979597,0.05054338079131392,0.03686833265627734,1.0
1.5174305141640724e-05,1.72725e-12,60.0,258.53979799999996,0.297,15.75619394,7.0,0.9999854547470135,0.9476443379218856,0.9999960380101439,0.9476405833646316,0.03966179997442763,0.04581821334501101,1.0
1.5174305141640724e-05,1.72725e-12,60.0,258.53979799999996,0.27918,15.75619394,7.0,0.9999864641789997,0.9518996607214234,0.9999960380101439,0.9518958893046237,0.03966179997442763,0.042638413296916984,1.0
1.5174305141640724e-05,1.72725e-12,60.0,258.53979799999996,0.28808999999999996,15.75619394,7.0,0.9999859655488941,0.9497981612307581,0.9999960380101439,0.9497943981400779,0.03966179997442763,0.044209141434547045,1.0
1.5174305141640724e-05,1.72725e-12,60.0,258.53979799999996,0.30591,15.75619394,7.0,0.9999849312721633,0.9454366914690462,0.9999960380101439,0.945432945658465,0.03966179997442763,0.04746720795646908,1.0
1.5174305141640724e-05,1.72725e-12,60.0,258.53979799999996,0.31482,15.75619394,7.0,0.9999843946000799,0.9431736614439943,0.9999960380101439,0.9431699245995151,0.03966179997442763,0.04915777687503645,1.0
